GO_ID	ClusterID	ClusterName
GO:0006412	1	Biosynthesis & Macromolecule Synthesis
GO:0006413	3	Small Molecule & Cofactor Metabolism
GO:0006414	1	Biosynthesis & Macromolecule Synthesis
GO:0006415	5	Cellular Organization, Assembly & Stress Response
GO:0006417	0	Regulation of Biological Processes
GO:0006418	6	RNA Processing & DNA Repair
GO:0006419	6	RNA Processing & DNA Repair
GO:0006420	6	RNA Processing & DNA Repair
GO:0006421	6	RNA Processing & DNA Repair
GO:0006422	6	RNA Processing & DNA Repair
GO:0006423	6	RNA Processing & DNA Repair
GO:0006424	6	RNA Processing & DNA Repair
GO:0006425	6	RNA Processing & DNA Repair
GO:0006426	6	RNA Processing & DNA Repair
GO:0006427	6	RNA Processing & DNA Repair
GO:0006428	6	RNA Processing & DNA Repair
GO:0006429	6	RNA Processing & DNA Repair
GO:0006430	6	RNA Processing & DNA Repair
GO:0006431	6	RNA Processing & DNA Repair
GO:0006432	6	RNA Processing & DNA Repair
GO:0006433	6	RNA Processing & DNA Repair
GO:0006434	6	RNA Processing & DNA Repair
GO:0006435	6	RNA Processing & DNA Repair
GO:0006436	6	RNA Processing & DNA Repair
GO:0006437	6	RNA Processing & DNA Repair
GO:0006438	6	RNA Processing & DNA Repair
GO:0006446	0	Regulation of Biological Processes
GO:0006447	0	Regulation of Biological Processes
GO:0006449	0	Regulation of Biological Processes
GO:0006450	0	Regulation of Biological Processes
GO:0006452	1	Biosynthesis & Macromolecule Synthesis
GO:0006457	5	Cellular Organization, Assembly & Stress Response
GO:0006458	5	Cellular Organization, Assembly & Stress Response
GO:0006464	4	Protein & tRNA Post-translational Modification
GO:0006465	4	Protein & tRNA Post-translational Modification
GO:0006468	4	Protein & tRNA Post-translational Modification
GO:0006469	0	Regulation of Biological Processes
GO:0006470	4	Protein & tRNA Post-translational Modification
GO:0006474	4	Protein & tRNA Post-translational Modification
GO:0006476	4	Protein & tRNA Post-translational Modification
GO:0006479	4	Protein & tRNA Post-translational Modification
GO:0006481	4	Protein & tRNA Post-translational Modification
GO:0006486	4	Protein & tRNA Post-translational Modification
GO:0006487	4	Protein & tRNA Post-translational Modification
GO:0006488	3	Small Molecule & Cofactor Metabolism
GO:0006489	7	Nucleotide Metabolism & Biosynthesis
GO:0006497	4	Protein & tRNA Post-translational Modification
GO:0006499	4	Protein & tRNA Post-translational Modification
GO:0006501	4	Protein & tRNA Post-translational Modification
GO:0006505	7	Nucleotide Metabolism & Biosynthesis
GO:0006506	7	Nucleotide Metabolism & Biosynthesis
GO:0006508	4	Protein & tRNA Post-translational Modification
GO:0006509	4	Protein & tRNA Post-translational Modification
GO:0006511	4	Protein & tRNA Post-translational Modification
GO:0006513	4	Protein & tRNA Post-translational Modification
GO:0006515	4	Protein & tRNA Post-translational Modification
GO:0006518	3	Small Molecule & Cofactor Metabolism
GO:0006520	3	Small Molecule & Cofactor Metabolism
GO:0006525	1	Biosynthesis & Macromolecule Synthesis
GO:0006526	1	Biosynthesis & Macromolecule Synthesis
GO:0006527	1	Biosynthesis & Macromolecule Synthesis
GO:0006529	1	Biosynthesis & Macromolecule Synthesis
GO:0006534	1	Biosynthesis & Macromolecule Synthesis
GO:0006536	1	Biosynthesis & Macromolecule Synthesis
GO:0006537	1	Biosynthesis & Macromolecule Synthesis
GO:0006538	1	Biosynthesis & Macromolecule Synthesis
GO:0006541	1	Biosynthesis & Macromolecule Synthesis
GO:0006542	1	Biosynthesis & Macromolecule Synthesis
GO:0006544	1	Biosynthesis & Macromolecule Synthesis
GO:0006545	1	Biosynthesis & Macromolecule Synthesis
GO:0006546	1	Biosynthesis & Macromolecule Synthesis
GO:0006554	1	Biosynthesis & Macromolecule Synthesis
GO:0006556	1	Biosynthesis & Macromolecule Synthesis
GO:0006561	1	Biosynthesis & Macromolecule Synthesis
GO:0006563	1	Biosynthesis & Macromolecule Synthesis
GO:0006565	1	Biosynthesis & Macromolecule Synthesis
GO:0006568	1	Biosynthesis & Macromolecule Synthesis
GO:0006574	1	Biosynthesis & Macromolecule Synthesis
GO:0006576	3	Small Molecule & Cofactor Metabolism
GO:0006591	1	Biosynthesis & Macromolecule Synthesis
GO:0006596	3	Small Molecule & Cofactor Metabolism
GO:0006597	3	Small Molecule & Cofactor Metabolism
GO:0006605	2	Protein Transport & Localization
GO:0006606	2	Protein Transport & Localization
GO:0006607	2	Protein Transport & Localization
GO:0006611	2	Protein Transport & Localization
GO:0006612	2	Protein Transport & Localization
GO:0006614	2	Protein Transport & Localization
GO:0006616	2	Protein Transport & Localization
GO:0006617	5	Cellular Organization, Assembly & Stress Response
GO:0006620	2	Protein Transport & Localization
GO:0006621	2	Protein Transport & Localization
GO:0006623	2	Protein Transport & Localization
GO:0006624	4	Protein & tRNA Post-translational Modification
GO:0006625	2	Protein Transport & Localization
GO:0006626	2	Protein Transport & Localization
GO:0006627	4	Protein & tRNA Post-translational Modification
GO:0006629	3	Small Molecule & Cofactor Metabolism
GO:0006631	1	Biosynthesis & Macromolecule Synthesis
GO:0006633	1	Biosynthesis & Macromolecule Synthesis
GO:0006635	1	Biosynthesis & Macromolecule Synthesis
GO:0006636	1	Biosynthesis & Macromolecule Synthesis
GO:0006637	7	Nucleotide Metabolism & Biosynthesis
GO:0006638	3	Small Molecule & Cofactor Metabolism
GO:0006641	3	Small Molecule & Cofactor Metabolism
GO:0006644	7	Nucleotide Metabolism & Biosynthesis
GO:0006646	7	Nucleotide Metabolism & Biosynthesis
GO:0006650	7	Nucleotide Metabolism & Biosynthesis
GO:0006654	7	Nucleotide Metabolism & Biosynthesis
GO:0006655	7	Nucleotide Metabolism & Biosynthesis
GO:0006656	7	Nucleotide Metabolism & Biosynthesis
GO:0006657	7	Nucleotide Metabolism & Biosynthesis
GO:0006659	7	Nucleotide Metabolism & Biosynthesis
GO:0006661	7	Nucleotide Metabolism & Biosynthesis
GO:0006662	3	Small Molecule & Cofactor Metabolism
GO:0006665	3	Small Molecule & Cofactor Metabolism
GO:0006684	7	Nucleotide Metabolism & Biosynthesis
GO:0006729	3	Small Molecule & Cofactor Metabolism
GO:0006730	3	Small Molecule & Cofactor Metabolism
GO:0006739	7	Nucleotide Metabolism & Biosynthesis
GO:0006740	7	Nucleotide Metabolism & Biosynthesis
GO:0006741	7	Nucleotide Metabolism & Biosynthesis
GO:0006743	3	Small Molecule & Cofactor Metabolism
GO:0006744	1	Biosynthesis & Macromolecule Synthesis
GO:0006747	7	Nucleotide Metabolism & Biosynthesis
GO:0006749	3	Small Molecule & Cofactor Metabolism
GO:0006750	1	Biosynthesis & Macromolecule Synthesis
GO:0006754	7	Nucleotide Metabolism & Biosynthesis
GO:0006761	1	Biosynthesis & Macromolecule Synthesis
GO:0006771	3	Small Molecule & Cofactor Metabolism
GO:0006772	1	Biosynthesis & Macromolecule Synthesis
GO:0006779	3	Small Molecule & Cofactor Metabolism
GO:0006780	1	Biosynthesis & Macromolecule Synthesis
GO:0006782	3	Small Molecule & Cofactor Metabolism
GO:0006783	3	Small Molecule & Cofactor Metabolism
GO:0006784	3	Small Molecule & Cofactor Metabolism
GO:0006788	3	Small Molecule & Cofactor Metabolism
GO:0006796	3	Small Molecule & Cofactor Metabolism
GO:0006797	1	Biosynthesis & Macromolecule Synthesis
GO:0006798	1	Biosynthesis & Macromolecule Synthesis
GO:0006801	3	Small Molecule & Cofactor Metabolism
GO:0006810	2	Protein Transport & Localization
GO:0006811	2	Protein Transport & Localization
GO:0006812	2	Protein Transport & Localization
GO:0006813	2	Protein Transport & Localization
GO:0006814	2	Protein Transport & Localization
GO:0006816	2	Protein Transport & Localization
GO:0006817	2	Protein Transport & Localization
GO:0006820	2	Protein Transport & Localization
GO:0006825	2	Protein Transport & Localization
GO:0006826	2	Protein Transport & Localization
GO:0006829	2	Protein Transport & Localization
GO:0006833	2	Protein Transport & Localization
GO:0006835	2	Protein Transport & Localization
GO:0006836	2	Protein Transport & Localization
GO:0006839	2	Protein Transport & Localization
GO:0006842	2	Protein Transport & Localization
GO:0006843	2	Protein Transport & Localization
GO:0006846	2	Protein Transport & Localization
GO:0006848	2	Protein Transport & Localization
GO:0006850	2	Protein Transport & Localization
GO:0006855	2	Protein Transport & Localization
GO:0006862	2	Protein Transport & Localization
GO:0006863	2	Protein Transport & Localization
GO:0006865	2	Protein Transport & Localization
GO:0006869	2	Protein Transport & Localization
GO:0006874	5	Cellular Organization, Assembly & Stress Response
GO:0006878	5	Cellular Organization, Assembly & Stress Response
GO:0006879	5	Cellular Organization, Assembly & Stress Response
GO:0006880	2	Protein Transport & Localization
GO:0006884	0	Regulation of Biological Processes
GO:0006885	0	Regulation of Biological Processes
GO:0006886	2	Protein Transport & Localization
GO:0006887	2	Protein Transport & Localization
GO:0006888	2	Protein Transport & Localization
GO:0006890	2	Protein Transport & Localization
GO:0006891	2	Protein Transport & Localization
GO:0006892	2	Protein Transport & Localization
GO:0006895	2	Protein Transport & Localization
GO:0006896	2	Protein Transport & Localization
GO:0006897	2	Protein Transport & Localization
GO:0006898	2	Protein Transport & Localization
GO:0006900	5	Cellular Organization, Assembly & Stress Response
GO:0006904	2	Protein Transport & Localization
GO:0006906	5	Cellular Organization, Assembly & Stress Response
GO:0006913	2	Protein Transport & Localization
GO:0006914	3	Small Molecule & Cofactor Metabolism
GO:0006915	5	Cellular Organization, Assembly & Stress Response
GO:0006950	5	Cellular Organization, Assembly & Stress Response
GO:0006952	5	Cellular Organization, Assembly & Stress Response
GO:0006955	5	Cellular Organization, Assembly & Stress Response
GO:0006956	0	Regulation of Biological Processes
GO:0006974	5	Cellular Organization, Assembly & Stress Response
GO:0006979	5	Cellular Organization, Assembly & Stress Response
GO:0006986	5	Cellular Organization, Assembly & Stress Response
GO:0006995	5	Cellular Organization, Assembly & Stress Response
GO:0006996	5	Cellular Organization, Assembly & Stress Response
GO:0006998	5	Cellular Organization, Assembly & Stress Response
GO:0007004	1	Biosynthesis & Macromolecule Synthesis
GO:0007005	5	Cellular Organization, Assembly & Stress Response
GO:0007009	5	Cellular Organization, Assembly & Stress Response
GO:0007010	5	Cellular Organization, Assembly & Stress Response
GO:0007015	5	Cellular Organization, Assembly & Stress Response
GO:0007017	5	Cellular Organization, Assembly & Stress Response
GO:0007018	5	Cellular Organization, Assembly & Stress Response
GO:0007019	5	Cellular Organization, Assembly & Stress Response
GO:0007020	5	Cellular Organization, Assembly & Stress Response
GO:0007021	5	Cellular Organization, Assembly & Stress Response
GO:0007023	5	Cellular Organization, Assembly & Stress Response
GO:0007029	5	Cellular Organization, Assembly & Stress Response
GO:0007030	5	Cellular Organization, Assembly & Stress Response
GO:0007031	5	Cellular Organization, Assembly & Stress Response
GO:0007032	5	Cellular Organization, Assembly & Stress Response
GO:0007033	5	Cellular Organization, Assembly & Stress Response
GO:0007034	2	Protein Transport & Localization
GO:0007035	0	Regulation of Biological Processes
GO:0007041	2	Protein Transport & Localization
GO:0007049	5	Cellular Organization, Assembly & Stress Response
GO:0007050	0	Regulation of Biological Processes
GO:0007051	5	Cellular Organization, Assembly & Stress Response
GO:0007052	5	Cellular Organization, Assembly & Stress Response
GO:0007059	5	Cellular Organization, Assembly & Stress Response
GO:0007062	5	Cellular Organization, Assembly & Stress Response
GO:0007064	5	Cellular Organization, Assembly & Stress Response
GO:0007076	5	Cellular Organization, Assembly & Stress Response
GO:0007091	0	Regulation of Biological Processes
GO:0007093	0	Regulation of Biological Processes
GO:0007094	0	Regulation of Biological Processes
GO:0007095	0	Regulation of Biological Processes
GO:0007097	2	Protein Transport & Localization
GO:0007098	5	Cellular Organization, Assembly & Stress Response
GO:0007099	5	Cellular Organization, Assembly & Stress Response
GO:0007113	5	Cellular Organization, Assembly & Stress Response
GO:0007131	6	RNA Processing & DNA Repair
GO:0007155	5	Cellular Organization, Assembly & Stress Response
GO:0007162	0	Regulation of Biological Processes
GO:0007163	5	Cellular Organization, Assembly & Stress Response
GO:0007165	0	Regulation of Biological Processes
GO:0007186	0	Regulation of Biological Processes
GO:0007264	0	Regulation of Biological Processes
GO:0007266	0	Regulation of Biological Processes
GO:0007275	5	Cellular Organization, Assembly & Stress Response
GO:0007276	5	Cellular Organization, Assembly & Stress Response
GO:0007338	5	Cellular Organization, Assembly & Stress Response
GO:0007346	0	Regulation of Biological Processes
GO:0007416	5	Cellular Organization, Assembly & Stress Response
GO:0007530	5	Cellular Organization, Assembly & Stress Response
GO:0007584	5	Cellular Organization, Assembly & Stress Response
GO:0007586	5	Cellular Organization, Assembly & Stress Response
GO:0007596	0	Regulation of Biological Processes
GO:0007623	5	Cellular Organization, Assembly & Stress Response
GO:0008033	6	RNA Processing & DNA Repair
GO:0008037	5	Cellular Organization, Assembly & Stress Response
GO:0008053	5	Cellular Organization, Assembly & Stress Response
GO:0008152	3	Small Molecule & Cofactor Metabolism
GO:0008153	1	Biosynthesis & Macromolecule Synthesis
GO:0008154	5	Cellular Organization, Assembly & Stress Response
GO:0008202	3	Small Molecule & Cofactor Metabolism
GO:0008283	5	Cellular Organization, Assembly & Stress Response
GO:0008284	0	Regulation of Biological Processes
GO:0008295	3	Small Molecule & Cofactor Metabolism
GO:0008298	2	Protein Transport & Localization
GO:0008299	1	Biosynthesis & Macromolecule Synthesis
GO:0008333	2	Protein Transport & Localization
GO:0008360	0	Regulation of Biological Processes
GO:0008380	6	RNA Processing & DNA Repair
GO:0008535	5	Cellular Organization, Assembly & Stress Response
GO:0008612	4	Protein & tRNA Post-translational Modification
GO:0008614	3	Small Molecule & Cofactor Metabolism
GO:0008615	1	Biosynthesis & Macromolecule Synthesis
GO:0008616	7	Nucleotide Metabolism & Biosynthesis
GO:0008643	2	Protein Transport & Localization
